,open_price,high_price,low_price,close_price,vwap,money,volume,date,times,code_index
0,4.89,4.91,4.89,4.91,4.900466496690286,12185598000.0,248662.0,20231128.0,93100.0,0
1,4.91,4.91,4.9,4.9,4.900312621140692,7837462000.0,159938.0,20231128.0,93200.0,0
2,4.9,4.91,4.9,4.9,4.900224791265254,7629650000.0,155700.0,20231128.0,93300.0,0
3,4.9,4.9,4.89,4.9,4.893892251815981,8084710000.0,165200.0,20231128.0,93400.0,0
4,4.9,4.9,4.89,4.89,4.89049853372434,11673620000.0,238700.0,20231128.0,93500.0,0
5,4.89,4.9,4.88,4.88,4.889381255686988,10746860000.0,219800.0,20231128.0,93600.0,0
6,4.88,4.9,4.88,4.89,4.887168367346939,13410390000.0,274400.0,20231128.0,93700.0,0
7,4.89,4.9,4.89,4.9,4.896347305389222,3270760000.0,66800.0,20231128.0,93800.0,0
8,4.89,4.9,4.89,4.89,4.89792194092827,4643230000.0,94800.0,20231128.0,93900.0,0
9,4.89,4.9,4.89,4.9,4.892596153846154,1526490000.0,31200.0,20231128.0,94000.0,0
10,4.9,4.9,4.89,4.9,4.892632978723404,1839630000.0,37600.0,20231128.0,94100.0,0
11,4.9,4.9,4.89,4.89,4.893568464730291,7076100000.0,144600.0,20231128.0,94200.0,0
12,4.89,4.9,4.89,4.89,4.889989769820971,19119860000.0,391000.0,20231128.0,94300.0,0
13,4.89,4.9,4.89,4.9,4.892136524822695,5518330000.0,112800.0,20231128.0,94400.0,0
14,4.9,4.9,4.89,4.9,4.896949685534591,6228920000.0,127200.0,20231128.0,94500.0,0
15,4.9,4.9,4.89,4.9,4.896911764705883,665980000.0,13600.0,20231128.0,94600.0,0
16,4.89,4.91,4.89,4.91,4.899574273450145,13925570000.0,284220.0,20231128.0,94700.0,0
17,4.91,4.91,4.9,4.9,4.902586475537551,3146480000.0,64180.0,20231128.0,94800.0,0
18,4.89,4.91,4.89,4.91,4.899326177698271,8216170000.0,167700.0,20231128.0,94900.0,0
19,4.91,4.91,4.9,4.91,4.90215088282504,3054040000.0,62300.0,20231128.0,95000.0,0
20,4.91,4.91,4.9,4.9,4.902219178082191,3578620000.0,73000.0,20231128.0,95100.0,0
21,4.9,4.9,4.89,4.89,4.899986345015932,21530540000.0,439400.0,20231128.0,95200.0,0
22,4.89,4.9,4.89,4.9,4.899972027972027,7006960000.0,143000.0,20231128.0,95300.0,0
23,4.9,4.9,4.89,4.89,4.890687134502924,3345230000.0,68400.0,20231128.0,95400.0,0
24,4.89,4.9,4.89,4.89,4.892963800904978,4325380000.0,88400.0,20231128.0,95500.0,0
25,4.89,4.9,4.89,4.89,4.896631578947368,465180000.0,9500.0,20231128.0,95600.0,0
26,4.89,4.9,4.89,4.9,4.891318386914834,13875692000.0,283680.0,20231128.0,95700.0,0
27,4.9,4.9,4.89,4.9,4.89581589958159,2340200000.0,47800.0,20231128.0,95800.0,0
28,4.9,4.9,4.89,4.9,4.8992,2817040000.0,57500.0,20231128.0,95900.0,0
