,open_price,high_price,low_price,close_price,vwap,money,volume,date,times,code_index
0,9.69,9.69,9.69,9.69,9.69,0.0,0.0,20231123.0,93000.0,0
1,9.69,9.76,9.69,9.73,9.727751256281406,23229870000.0,238800.0,20231123.0,93100.0,0
2,9.72,9.72,9.71,9.72,9.717726269315673,4402130000.0,45300.0,20231123.0,93200.0,0
3,9.71,9.72,9.71,9.72,9.712835820895522,6507600000.0,67000.0,20231123.0,93300.0,0
4,9.72,9.72,9.7,9.7,9.71082269503546,6846130000.0,70500.0,20231123.0,93400.0,0
5,9.7,9.71,9.7,9.7,9.70264065335753,10692310000.0,110200.0,20231123.0,93500.0,0
6,9.7,9.7,9.69,9.69,9.696214915797915,12091180000.0,124700.0,20231123.0,93600.0,0
7,9.69,9.69,9.68,9.68,9.686338647608578,17619450000.0,181900.0,20231123.0,93700.0,0
8,9.68,9.69,9.68,9.68,9.680767801857586,15634440000.0,161500.0,20231123.0,93800.0,0
9,9.68,9.69,9.68,9.68,9.68641876430206,8465930000.0,87400.0,20231123.0,93900.0,0
10,9.68,9.69,9.68,9.68,9.682615384615383,3776220000.0,39000.0,20231123.0,94000.0,0
11,9.69,9.69,9.68,9.68,9.681466198419669,11027190000.0,113900.0,20231123.0,94100.0,0
12,9.69,9.69,9.67,9.68,9.678133259911895,17575490000.0,181600.0,20231123.0,94200.0,0
13,9.67,9.68,9.67,9.67,9.675170731707318,1983410000.0,20500.0,20231123.0,94300.0,0
14,9.67,9.68,9.67,9.67,9.67605415860735,5002520000.0,51700.0,20231123.0,94400.0,0
15,9.67,9.68,9.66,9.67,9.670481972038262,26284370000.0,271800.0,20231123.0,94500.0,0
16,9.67,9.67,9.66,9.67,9.660601503759398,7709160000.0,79800.0,20231123.0,94600.0,0
17,9.67,9.67,9.66,9.67,9.66096926713948,12259770000.0,126900.0,20231123.0,94700.0,0
18,9.67,9.67,9.66,9.66,9.66028409090909,3400420000.0,35200.0,20231123.0,94800.0,0
19,9.66,9.67,9.65,9.66,9.660392908481072,20161240000.0,208700.0,20231123.0,94900.0,0
20,9.65,9.67,9.65,9.67,9.661620993459811,19662461500.0,203511.0,20231123.0,95000.0,0
21,9.66,9.68,9.66,9.67,9.670150684931508,21177630000.0,219000.0,20231123.0,95100.0,0
22,9.67,9.69,9.66,9.67,9.68464254952627,22487740000.0,232200.0,20231123.0,95200.0,0
23,9.67,9.7,9.67,9.7,9.690172413793103,13488720000.0,139200.0,20231123.0,95300.0,0
24,9.7,9.71,9.69,9.7,9.703145161290324,4812760000.0,49600.0,20231123.0,95400.0,0
25,9.7,9.72,9.7,9.72,9.71565637065637,5032710000.0,51800.0,20231123.0,95500.0,0
26,9.72,9.73,9.7,9.71,9.724741697416974,5270810000.0,54200.0,20231123.0,95600.0,0
27,9.73,9.74,9.72,9.72,9.7307881773399,7901400000.0,81200.0,20231123.0,95700.0,0
28,9.72,9.73,9.71,9.73,9.71968801313629,11838580000.0,121800.0,20231123.0,95800.0,0
29,9.73,9.73,9.71,9.72,9.721694915254238,1720740000.0,17700.0,20231123.0,95900.0,0
30,9.71,9.71,9.7,9.71,9.709258741258742,13884240000.0,143000.0,20231123.0,100000.0,0
31,9.7,9.73,9.7,9.73,9.712880089652597,26001380000.0,267700.0,20231123.0,100100.0,0
32,9.73,9.74,9.72,9.74,9.738021338506304,10039900000.0,103100.0,20231123.0,100200.0,0
33,9.74,9.75,9.73,9.74,9.74167899408284,13170750000.0,135200.0,20231123.0,100300.0,0
34,9.75,9.75,9.75,9.75,9.749748322147653,5810850000.0,59600.0,20231123.0,100400.0,0
35,9.74,9.75,9.74,9.75,9.746309859154929,3459940000.0,35500.0,20231123.0,100500.0,0
36,9.75,9.75,9.74,9.74,9.743548387096777,3020500000.0,31000.0,20231123.0,100600.0,0
37,9.74,9.75,9.74,9.74,9.741121495327103,2084600000.0,21400.0,20231123.0,100700.0,0
38,9.74,9.75,9.72,9.72,9.730393559928444,10878580000.0,111800.0,20231123.0,100800.0,0
39,9.73,9.74,9.72,9.73,9.730059523809524,1634650000.0,16800.0,20231123.0,100900.0,0
40,9.74,9.74,9.72,9.72,9.72691489361702,2742990000.0,28200.0,20231123.0,101000.0,0
41,9.72,9.73,9.71,9.71,9.719537815126053,2313250000.0,23800.0,20231123.0,101100.0,0
42,9.72,9.72,9.7,9.71,9.709544270833334,7456930000.0,76800.0,20231123.0,101200.0,0
43,9.71,9.71,9.69,9.7,9.696954592010924,28402380000.0,292900.0,20231123.0,101300.0,0
44,9.71,9.71,9.69,9.69,9.69992709599028,7983040000.0,82300.0,20231123.0,101400.0,0
45,9.69,9.71,9.69,9.7,9.702375690607736,5268390000.0,54300.0,20231123.0,101500.0,0
46,9.71,9.72,9.7,9.71,9.709084507042254,1378690000.0,14200.0,20231123.0,101600.0,0
47,9.72,9.72,9.7,9.7,9.70896153846154,2524330000.0,26000.0,20231123.0,101700.0,0
48,9.7,9.7,9.69,9.69,9.69718809980806,10104470000.0,104200.0,20231123.0,101800.0,0
49,9.69,9.71,9.69,9.69,9.698849557522124,2191940000.0,22600.0,20231123.0,101900.0,0
50,9.7,9.7,9.69,9.7,9.695844155844156,746580000.0,7700.0,20231123.0,102000.0,0
51,9.7,9.71,9.69,9.71,9.701382113821138,2386540000.0,24600.0,20231123.0,102100.0,0
52,9.71,9.71,9.7,9.7,9.704300518134716,5618790000.0,57900.0,20231123.0,102200.0,0
53,9.71,9.71,9.7,9.7,9.70411214953271,2076680000.0,21400.0,20231123.0,102300.0,0
54,9.7,9.71,9.7,9.7,9.701034857973353,12749003000.0,131419.0,20231123.0,102400.0,0
55,9.7,9.71,9.69,9.71,9.700346153846152,5044180000.0,52000.0,20231123.0,102500.0,0
56,9.71,9.71,9.7,9.71,9.703833333333332,582230000.0,6000.0,20231123.0,102600.0,0
57,9.71,9.71,9.69,9.71,9.700035273368607,5499920000.0,56700.0,20231123.0,102700.0,0
58,9.71,9.71,9.69,9.69,9.694110169491523,11439050000.0,118000.0,20231123.0,102800.0,0
59,9.7,9.71,9.7,9.7,9.696781609195405,2530860000.0,26100.0,20231123.0,102900.0,0
60,9.71,9.71,9.7,9.7,9.702162162162162,2871840000.0,29600.0,20231123.0,103000.0,0
61,9.7,9.71,9.7,9.7,9.705283018867926,1028760000.0,10600.0,20231123.0,103100.0,0
62,9.7,9.71,9.7,9.71,9.70546511627907,834670000.0,8600.0,20231123.0,103200.0,0
63,9.7,9.71,9.7,9.71,9.706649746192891,1912210000.0,19700.0,20231123.0,103300.0,0
64,9.71,9.71,9.7,9.7,9.704871794871796,1135470000.0,11700.0,20231123.0,103400.0,0
65,9.71,9.71,9.7,9.71,9.705546218487395,2309920000.0,23800.0,20231123.0,103500.0,0
66,9.71,9.71,9.7,9.71,9.703836317135549,3794200000.0,39100.0,20231123.0,103600.0,0
67,9.7,9.71,9.7,9.7,9.70109756097561,3181960000.0,32800.0,20231123.0,103700.0,0
68,9.7,9.71,9.69,9.7,9.69991967871486,2415280000.0,24900.0,20231123.0,103800.0,0
69,9.7,9.71,9.7,9.71,9.701923076923077,756750000.0,7800.0,20231123.0,103900.0,0
70,9.71,9.71,9.7,9.71,9.706561032863853,8269990000.0,85200.0,20231123.0,104000.0,0
71,9.71,9.71,9.7,9.7,9.701904761904762,2037400000.0,21000.0,20231123.0,104100.0,0
72,9.7,9.71,9.7,9.71,9.7024,1212800000.0,12500.0,20231123.0,104200.0,0
73,9.71,9.71,9.7,9.71,9.708381642512078,4019270000.0,41400.0,20231123.0,104300.0,0
74,9.71,9.71,9.7,9.71,9.705364511691885,7055800000.0,72700.0,20231123.0,104400.0,0
75,9.71,9.71,9.7,9.7,9.703391304347823,3347670000.0,34500.0,20231123.0,104500.0,0
76,9.71,9.71,9.7,9.7,9.703225806451613,3609600000.0,37200.0,20231123.0,104600.0,0
77,9.7,9.71,9.7,9.71,9.702179487179489,2270310000.0,23400.0,20231123.0,104700.0,0
78,9.71,9.71,9.69,9.7,9.69579745596869,19818210000.0,204400.0,20231123.0,104800.0,0
79,9.69,9.71,9.69,9.7,9.698955637707948,10494270000.0,108200.0,20231123.0,104900.0,0
80,9.7,9.72,9.69,9.72,9.705454545454543,12811200000.0,132000.0,20231123.0,105000.0,0
81,9.72,9.72,9.7,9.71,9.710194489465154,5991190000.0,61700.0,20231123.0,105100.0,0
82,9.71,9.73,9.71,9.73,9.719616724738676,5579060000.0,57400.0,20231123.0,105200.0,0
83,9.73,9.73,9.71,9.72,9.71654109589041,5674460000.0,58400.0,20231123.0,105300.0,0
84,9.72,9.72,9.71,9.72,9.71315960912052,2981940000.0,30700.0,20231123.0,105400.0,0
85,9.72,9.72,9.71,9.72,9.71602564102564,2273550000.0,23400.0,20231123.0,105500.0,0
86,9.72,9.72,9.71,9.72,9.710416666666667,1165250000.0,12000.0,20231123.0,105600.0,0
87,9.71,9.72,9.7,9.72,9.709762237762238,6942480000.0,71500.0,20231123.0,105700.0,0
88,9.72,9.72,9.7,9.7,9.709791666666668,3262490000.0,33600.0,20231123.0,105800.0,0
89,9.7,9.71,9.7,9.71,9.70089552238806,1299920000.0,13400.0,20231123.0,105900.0,0
90,9.7,9.71,9.7,9.7,9.703152173913043,892690000.0,9200.0,20231123.0,110000.0,0
91,9.7,9.71,9.7,9.71,9.70132075471698,3599190000.0,37100.0,20231123.0,110100.0,0
92,9.71,9.71,9.7,9.71,9.701338742393508,4782760000.0,49300.0,20231123.0,110200.0,0
93,9.71,9.71,9.69,9.71,9.698050847457628,3433110000.0,35400.0,20231123.0,110300.0,0
94,9.71,9.71,9.7,9.7,9.700588235294118,1484190000.0,15300.0,20231123.0,110400.0,0
95,9.7,9.71,9.7,9.71,9.701867469879518,1610510000.0,16600.0,20231123.0,110500.0,0
96,9.71,9.71,9.7,9.71,9.706150442477876,4387180000.0,45200.0,20231123.0,110600.0,0
97,9.7,9.71,9.69,9.7,9.70104132231405,5869130000.0,60500.0,20231123.0,110700.0,0
98,9.7,9.7,9.69,9.7,9.6940206185567,940320000.0,9700.0,20231123.0,110800.0,0
99,9.7,9.7,9.69,9.7,9.692727272727272,639720000.0,6600.0,20231123.0,110900.0,0
100,9.7,9.7,9.69,9.7,9.69263545461592,1250446900.0,12901.0,20231123.0,111000.0,0
101,9.69,9.7,9.69,9.7,9.690935960591132,1967260000.0,20300.0,20231123.0,111100.0,0
102,9.7,9.7,9.69,9.7,9.696113744075827,2045880000.0,21100.0,20231123.0,111200.0,0
103,9.7,9.7,9.69,9.7,9.695381679389312,2540190000.0,26200.0,20231123.0,111300.0,0
104,9.69,9.7,9.69,9.7,9.697743902439024,1590430000.0,16400.0,20231123.0,111400.0,0
105,9.7,9.7,9.69,9.69,9.6975,814590000.0,8400.0,20231123.0,111500.0,0
106,9.7,9.7,9.69,9.7,9.690666666666669,872160000.0,9000.0,20231123.0,111600.0,0
107,9.7,9.7,9.69,9.7,9.691194029850744,649310000.0,6700.0,20231123.0,111700.0,0
108,9.7,9.7,9.69,9.69,9.690824742268042,940010000.0,9700.0,20231123.0,111800.0,0
109,9.7,9.71,9.69,9.7,9.702518409425624,6588010000.0,67900.0,20231123.0,111900.0,0
110,9.71,9.71,9.7,9.71,9.701096774193548,1503670000.0,15500.0,20231123.0,112000.0,0
111,9.71,9.71,9.69,9.7,9.7005,6790350000.0,70000.0,20231123.0,112100.0,0
112,9.7,9.7,9.69,9.69,9.69351219512195,1987170000.0,20500.0,20231123.0,112200.0,0
113,9.7,9.7,9.69,9.7,9.69291338582677,2462000000.0,25400.0,20231123.0,112300.0,0
114,9.7,9.7,9.69,9.7,9.69608695652174,2007090000.0,20700.0,20231123.0,112400.0,0
115,9.7,9.7,9.69,9.69,9.69207100591716,1637960000.0,16900.0,20231123.0,112500.0,0
116,9.69,9.7,9.69,9.69,9.696281755196305,4198490000.0,43300.0,20231123.0,112600.0,0
117,9.7,9.7,9.69,9.69,9.692727272727272,1279440000.0,13200.0,20231123.0,112700.0,0
118,9.7,9.7,9.69,9.69,9.693829787234042,3189270000.0,32900.0,20231123.0,112800.0,0
119,9.69,9.7,9.69,9.69,9.69625,3102800000.0,32000.0,20231123.0,112900.0,0
120,9.7,9.7,9.69,9.69,9.69079207920792,978770000.0,10100.0,20231123.0,113000.0,0
121,9.7,9.7,9.7,9.7,9.7,9700000.0,100.0,20231123.0,113100.0,0
