,open_price,high_price,low_price,close_price,vwap,money,volume,date,times,code_index
0,6.82,6.82,6.82,6.82,6.82,0.0,0.0,20231120.0,93000.0,0
1,6.82,6.85,6.82,6.83,6.834215456674474,11672840000.0,170800.0,20231120.0,93100.0,0
2,6.84,6.84,6.83,6.84,6.8347143864992885,6103331600.0,89299.0,20231120.0,93200.0,0
3,6.84,6.84,6.82,6.83,6.8265330188679245,5788900000.0,84800.0,20231120.0,93300.0,0
4,6.83,6.84,6.82,6.82,6.825636363636363,2252460000.0,33000.0,20231120.0,93400.0,0
5,6.83,6.84,6.82,6.83,6.830788043478261,2513730000.0,36800.0,20231120.0,93500.0,0
6,6.82,6.84,6.82,6.84,6.836861313868614,1873300000.0,27400.0,20231120.0,93600.0,0
7,6.83,6.84,6.82,6.83,6.829733124018839,4350540000.0,63700.0,20231120.0,93700.0,0
8,6.83,6.83,6.82,6.83,6.824864864864866,1767640000.0,25900.0,20231120.0,93800.0,0
9,6.83,6.84,6.83,6.84,6.831617250673854,2534530000.0,37100.0,20231120.0,93900.0,0
10,6.83,6.84,6.83,6.84,6.837815884476535,3788150000.0,55400.0,20231120.0,94000.0,0
11,6.84,6.84,6.83,6.84,6.83208695652174,4714140000.0,69000.0,20231120.0,94100.0,0
12,6.84,6.84,6.83,6.83,6.836746987951807,2837250000.0,41500.0,20231120.0,94200.0,0
13,6.84,6.84,6.83,6.84,6.837093275488069,3151900000.0,46100.0,20231120.0,94300.0,0
14,6.84,6.84,6.82,6.82,6.832369727047146,5506890000.0,80600.0,20231120.0,94400.0,0
15,6.83,6.83,6.82,6.83,6.822825552825552,2776890000.0,40700.0,20231120.0,94500.0,0
16,6.83,6.83,6.82,6.82,6.821818181818182,2851520000.0,41800.0,20231120.0,94600.0,0
17,6.83,6.83,6.81,6.83,6.825681063122923,2054530000.0,30100.0,20231120.0,94700.0,0
18,6.83,6.83,6.81,6.82,6.815641025641025,6379440000.0,93600.0,20231120.0,94800.0,0
19,6.82,6.83,6.81,6.83,6.822539682539682,2149100000.0,31500.0,20231120.0,94900.0,0
20,6.83,6.83,6.82,6.82,6.822446043165468,948320000.0,13900.0,20231120.0,95000.0,0
21,6.83,6.83,6.81,6.82,6.820018761726079,3635070000.0,53300.0,20231120.0,95100.0,0
22,6.82,6.83,6.81,6.82,6.817326120556413,4410810000.0,64700.0,20231120.0,95200.0,0
23,6.83,6.83,6.81,6.83,6.8230898876404495,2429020000.0,35600.0,20231120.0,95300.0,0
24,6.83,6.83,6.82,6.83,6.823791469194312,1439820000.0,21100.0,20231120.0,95400.0,0
25,6.83,6.83,6.81,6.83,6.820024154589372,2823490000.0,41400.0,20231120.0,95500.0,0
26,6.83,6.83,6.83,6.83,6.8286,682860000.0,10000.0,20231120.0,95600.0,0
27,6.83,6.83,6.82,6.83,6.825981735159818,2989780000.0,43800.0,20231120.0,95700.0,0
28,6.83,6.83,6.83,6.83,6.824627450980391,1740280000.0,25500.0,20231120.0,95800.0,0
29,6.83,6.83,6.81,6.83,6.823165137614679,1487450000.0,21800.0,20231120.0,95900.0,0
30,6.83,6.83,6.81,6.82,6.82640625,873780000.0,12800.0,20231120.0,100000.0,0
31,6.83,6.83,6.81,6.82,6.82117381489842,3021780000.0,44300.0,20231120.0,100100.0,0
32,6.82,6.82,6.82,6.82,6.817834394904459,1070400000.0,15700.0,20231120.0,100200.0,0
33,6.82,6.82,6.8,6.81,6.809297693920335,6496070000.0,95400.0,20231120.0,100300.0,0
34,6.81,6.81,6.8,6.81,6.8063392857142855,762310000.0,11200.0,20231120.0,100400.0,0
35,6.81,6.81,6.8,6.81,6.809080459770115,592390000.0,8700.0,20231120.0,100500.0,0
36,6.81,6.81,6.8,6.81,6.806497461928934,1340880000.0,19700.0,20231120.0,100600.0,0
37,6.81,6.81,6.81,6.81,6.80987012987013,524360000.0,7700.0,20231120.0,100700.0,0
38,6.81,6.81,6.8,6.81,6.805674300254454,2674630000.0,39300.0,20231120.0,100800.0,0
39,6.81,6.81,6.8,6.8,6.80972602739726,497110000.0,7300.0,20231120.0,100900.0,0
40,6.81,6.81,6.81,6.81,6.809029535864979,1613740000.0,23700.0,20231120.0,101000.0,0
41,6.81,6.82,6.81,6.81,6.806385350318472,4274410000.0,62800.0,20231120.0,101100.0,0
42,6.81,6.82,6.81,6.81,6.813296089385474,1219580000.0,17900.0,20231120.0,101200.0,0
43,6.82,6.82,6.81,6.82,6.812270114942528,2370670000.0,34800.0,20231120.0,101300.0,0
44,6.82,6.82,6.82,6.82,6.818617021276595,640950000.0,9400.0,20231120.0,101400.0,0
45,6.82,6.82,6.81,6.81,6.8136,1533060000.0,22500.0,20231120.0,101500.0,0
46,6.82,6.82,6.81,6.82,6.811635514018692,1457690000.0,21400.0,20231120.0,101600.0,0
47,6.82,6.82,6.81,6.82,6.8115254237288125,2813160000.0,41300.0,20231120.0,101700.0,0
48,6.82,6.82,6.81,6.82,6.815925925925925,920150000.0,13500.0,20231120.0,101800.0,0
49,6.82,6.82,6.81,6.82,6.8183333333333325,654560000.0,9600.0,20231120.0,101900.0,0
50,6.82,6.82,6.81,6.82,6.8158959537572255,1179150000.0,17300.0,20231120.0,102000.0,0
51,6.81,6.82,6.81,6.82,6.818571428571429,1384170000.0,20300.0,20231120.0,102100.0,0
52,6.82,6.82,6.81,6.81,6.819664804469273,1220720000.0,17900.0,20231120.0,102200.0,0
53,6.81,6.82,6.81,6.82,6.818227848101266,538640000.0,7900.0,20231120.0,102300.0,0
54,6.81,6.83,6.81,6.83,6.818054298642534,1506790000.0,22100.0,20231120.0,102400.0,0
55,6.82,6.82,6.81,6.82,6.818341708542714,2713700000.0,39800.0,20231120.0,102500.0,0
56,6.82,6.82,6.81,6.82,6.81754060324826,2938360000.0,43100.0,20231120.0,102600.0,0
57,6.82,6.83,6.82,6.83,6.822047619047618,1432630000.0,21000.0,20231120.0,102700.0,0
58,6.83,6.83,6.82,6.83,6.8295505617977526,607830000.0,8900.0,20231120.0,102800.0,0
59,6.83,6.83,6.82,6.82,6.827959183673469,1003710000.0,14700.0,20231120.0,102900.0,0
60,6.83,6.84,6.82,6.84,6.832037037037036,2951440000.0,43200.0,20231120.0,103000.0,0
61,6.84,6.84,6.83,6.84,6.8396638655462185,813920000.0,11900.0,20231120.0,103100.0,0
62,6.84,6.84,6.83,6.83,6.831715328467153,1871890000.0,27400.0,20231120.0,103200.0,0
63,6.83,6.85,6.83,6.84,6.839641943734016,2674300000.0,39100.0,20231120.0,103300.0,0
64,6.84,6.85,6.84,6.84,6.849672131147541,835660000.0,12200.0,20231120.0,103400.0,0
65,6.84,6.85,6.84,6.85,6.849591836734694,1006890000.0,14700.0,20231120.0,103500.0,0
66,6.85,6.85,6.84,6.84,6.84986183074266,3966070000.0,57900.0,20231120.0,103600.0,0
67,6.85,6.85,6.84,6.84,6.8496875,1095950000.0,16000.0,20231120.0,103700.0,0
68,6.84,6.86,6.84,6.86,6.848487518355359,4663820000.0,68100.0,20231120.0,103800.0,0
69,6.85,6.86,6.85,6.85,6.853186528497409,2645330000.0,38600.0,20231120.0,103900.0,0
70,6.85,6.85,6.84,6.85,6.8475,82170000.0,1200.0,20231120.0,104000.0,0
71,6.85,6.85,6.84,6.85,6.844246575342465,499630000.0,7300.0,20231120.0,104100.0,0
72,6.85,6.85,6.84,6.84,6.84839378238342,1321740000.0,19300.0,20231120.0,104200.0,0
73,6.84,6.86,6.84,6.85,6.851428571428571,767360000.0,11200.0,20231120.0,104300.0,0
74,6.85,6.85,6.84,6.85,6.850297029702971,1383760000.0,20200.0,20231120.0,104400.0,0
75,6.85,6.85,6.85,6.85,6.845961538461539,711980000.0,10400.0,20231120.0,104500.0,0
76,6.85,6.85,6.83,6.85,6.842594594594595,1265880000.0,18500.0,20231120.0,104600.0,0
77,6.85,6.85,6.84,6.85,6.848823529411765,232860000.0,3400.0,20231120.0,104700.0,0
